@relation wordANDdictionary

@attribute "-5" numeric
@attribute "-4" numeric
@attribute "-3" numeric
@attribute "-2" numeric
@attribute "-1" numeric
@attribute "0" numeric
@attribute "1" numeric
@attribute "2" numeric
@attribute "3" numeric
@attribute "4" numeric
@attribute "5" numeric
@attribute "role" numeric
@attribute "hard" numeric
@attribute "multiplayer" numeric
@attribute "room" numeric
@attribute "try" numeric
@attribute "element" numeric
@attribute "probably" numeric
@attribute "think" numeric
@attribute "watch" numeric
@attribute "tell" numeric
@attribute "day" numeric
@attribute "pokmon" numeric
@attribute "die" numeric
@attribute "journey" numeric
@attribute "back" numeric
@attribute "use" numeric
@attribute "many" numeric
@attribute "stab" numeric
@attribute "impostor" numeric
@attribute "arent" numeric
@attribute "common" numeric
@attribute "mechanic" numeric
@attribute "secret" numeric
@attribute "across" numeric
@attribute "instead" numeric
@attribute "year" numeric
@attribute "least" numeric
@attribute "often" numeric
@attribute "apex" numeric
@attribute "etc" numeric
@attribute "strategy" numeric
@attribute "another" numeric
@attribute "crewmate" numeric
@attribute "classic" numeric
@attribute "might" numeric
@attribute "way" numeric
@attribute "play" numeric
@attribute "decide" numeric
@attribute "far" numeric
@attribute "older" numeric
@attribute "great" numeric
@attribute "hunt" numeric
@attribute "various" numeric
@attribute "parent" numeric
@attribute "genre" numeric
@attribute "content" numeric
@attribute "skill" numeric
@attribute "portal" numeric
@attribute "im" numeric
@attribute "become" numeric
@attribute "fun" numeric
@attribute "head" numeric
@attribute "extremely" numeric
@attribute "uk" numeric
@attribute "dragon" numeric
@attribute "swearing" numeric
@attribute "power" numeric
@attribute "sound" numeric
@attribute "create" numeric
@attribute "without" numeric
@attribute "much" numeric
@attribute "mobile" numeric
@attribute "redemption" numeric
@attribute "focus" numeric
@attribute "whether" numeric
@attribute "youve" numeric
@attribute "weapon" numeric
@attribute "time" numeric
@attribute "alien" numeric
@attribute "sword" numeric
@attribute "able" numeric
@attribute "present" numeric
@attribute "something" numeric
@attribute "galaxy" numeric
@attribute "actually" numeric
@attribute "face" numeric
@attribute "fall" numeric
@attribute "ink" numeric
@attribute "ios" numeric
@attribute "choose" numeric
@attribute "ive" numeric
@attribute "firstperson" numeric
@attribute "handle" numeric
@attribute "read" numeric
@attribute "real" numeric
@attribute "gear" numeric
@attribute "reason" numeric
@attribute "worth" numeric
@attribute "worse" numeric
@attribute "mature" numeric
@attribute "original" numeric
@attribute "party" numeric
@attribute "developer" numeric
@attribute "drink" numeric
@attribute "hide" numeric
@attribute "high" numeric
@attribute "download" numeric
@attribute "social" numeric
@attribute "scene" numeric
@attribute "fallout" numeric
@attribute "kid" numeric
@attribute "match" numeric
@attribute "check" numeric
@attribute "quite" numeric
@attribute "let" numeric
@attribute "night" numeric
@attribute "graphic" numeric
@attribute "purchase" numeric
@attribute "three" numeric
@attribute "inappropriate" numeric
@attribute "past" numeric
@attribute "title" numeric
@attribute "character" numeric
@attribute "though" numeric
@attribute "definitely" numeric
@attribute "allow" numeric
@attribute "incredible" numeric
@attribute "among" numeric
@attribute "enjoy" numeric
@attribute "include" numeric
@attribute "censor" numeric
@attribute "voice" numeric
@attribute "family" numeric
@attribute "release" numeric
@attribute "give" numeric
@attribute "board" numeric
@attribute "bring" numeric
@attribute "competitive" numeric
@attribute "complete" numeric
@attribute "pretty" numeric
@attribute "old" numeric
@attribute "amazing" numeric
@attribute "life" numeric
@attribute "come" numeric
@attribute "coop" numeric
@attribute "challenge" numeric
@attribute "child" numeric
@attribute "everyone" numeric
@attribute "evil" numeric
@attribute "light" numeric
@attribute "choice" numeric
@attribute "nintendo" numeric
@attribute "talk" numeric
@attribute "together" numeric
@attribute "since" numeric
@attribute "campaign" numeric
@attribute "update" numeric
@attribute "anyone" numeric
@attribute "favorite" numeric
@attribute "space" numeric
@attribute "setting" numeric
@attribute "isnt" numeric
@attribute "add" numeric
@attribute "age" numeric
@attribute "movie" numeric
@attribute "other" numeric
@attribute "already" numeric
@attribute "legend" numeric
@attribute "art" numeric
@attribute "view" numeric
@attribute "boss" numeric
@attribute "move" numeric
@attribute "enough" numeric
@attribute "simply" numeric
@attribute "strong" numeric
@attribute "fighter" numeric
@attribute "little" numeric
@attribute "sim" numeric
@attribute "switch" numeric
@attribute "friend" numeric
@attribute "alcohol" numeric
@attribute "store" numeric
@attribute "story" numeric
@attribute classification {P, PE}

@data
0,40,14,57,0,2511,0,54,43,2,0,0,3,1,0,6,0,1,11,2,0,0,0,0,0,2,5,2,0,0,0,1,2,0,0,1,3,3,0,0,0,3,0,0,0,6,4,27,0,3,0,11,3,0,3,0,2,2,0,4,0,6,0,1,0,0,1,0,0,1,0,7,0,0,0,0,0,3,12,0,2,3,3,0,0,1,2,2,0,0,1,5,0,2,2,4,0,4,3,0,0,0,0,0,1,0,0,1,0,1,0,7,0,0,3,0,1,2,1,2,0,0,0,7,2,3,0,0,0,2,1,0,0,1,1,9,0,1,0,1,5,3,7,0,3,1,2,2,0,0,0,0,1,2,2,2,0,3,1,1,0,1,2,0,2,0,0,0,0,0,0,3,0,1,0,0,0,2,0,3,4,0,2,3,PE
1,28,72,80,0,3703,0,79,35,3,0,5,4,0,0,3,0,3,11,2,4,4,0,2,0,0,6,4,1,0,1,1,0,0,1,3,9,1,2,0,2,0,2,0,0,5,6,30,1,0,3,5,0,0,3,0,3,0,0,4,3,3,12,8,0,0,0,0,1,0,3,11,0,0,0,1,0,1,11,0,0,3,0,1,0,0,5,0,0,0,1,3,0,5,2,2,0,1,0,2,7,1,0,1,3,0,0,0,1,2,0,30,0,0,3,12,1,7,0,0,0,1,0,15,1,2,0,0,1,3,2,0,1,1,0,3,1,0,0,0,1,4,3,3,11,0,0,9,2,0,0,2,1,3,1,5,0,0,3,1,0,1,2,0,7,0,1,0,0,0,0,0,2,2,1,7,1,5,0,2,1,2,0,5,PE
0,26,59,70,0,3099,0,91,59,0,0,0,11,0,0,3,0,3,8,4,3,1,0,0,0,3,5,3,1,0,3,0,1,0,0,0,2,4,0,0,0,0,2,0,1,8,5,16,0,3,4,9,0,0,1,0,1,0,0,1,2,12,2,0,0,0,1,0,0,1,2,4,0,0,0,0,0,0,8,0,0,3,1,3,0,2,2,1,0,0,0,2,0,5,1,6,2,2,1,1,2,3,0,0,3,0,0,0,0,0,0,19,2,0,1,5,0,12,0,0,1,1,0,5,4,1,0,0,0,2,1,0,0,0,0,2,0,1,0,2,5,4,7,4,1,0,0,7,1,1,0,0,0,2,0,1,0,0,0,1,0,1,7,0,2,2,1,0,1,3,1,13,6,0,0,0,1,2,0,0,1,1,0,9,PE
0,19,10,67,0,2373,0,62,38,0,0,0,13,1,0,3,0,2,5,1,3,0,0,0,1,1,4,5,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,1,3,5,20,0,0,1,7,0,0,2,0,2,2,0,4,0,7,3,0,0,0,0,0,3,0,1,4,0,0,0,1,0,1,8,0,0,3,2,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,4,0,1,0,0,3,0,15,0,1,1,3,0,2,1,1,2,1,2,7,1,1,3,1,0,1,2,0,0,0,0,0,0,0,0,1,1,6,7,1,1,0,1,6,4,0,1,0,0,3,2,1,0,0,5,0,0,0,1,0,6,0,2,0,0,5,0,14,0,2,0,0,0,6,0,1,0,5,0,5,PE
0,27,33,74,0,2519,0,64,41,1,0,8,0,0,0,3,1,1,7,3,2,0,0,0,0,3,4,0,1,0,0,2,0,0,1,0,6,0,5,0,2,2,2,0,0,0,2,18,0,0,2,7,0,0,0,0,4,2,0,2,3,4,2,0,0,1,1,0,1,1,0,9,0,0,0,0,0,3,1,0,3,1,5,2,0,1,0,1,0,0,1,0,0,2,6,3,0,1,1,0,0,1,1,0,0,0,0,1,0,4,0,7,0,0,8,2,0,0,0,3,1,1,0,16,2,2,0,1,0,2,2,0,0,0,0,4,0,0,0,1,5,6,4,1,6,1,0,5,1,0,1,0,0,0,0,0,1,1,4,0,0,0,2,1,3,2,1,0,0,0,0,0,0,0,0,6,0,3,0,0,2,1,0,10,PE
0,30,40,130,0,3198,0,73,40,1,0,1,6,0,0,4,1,1,7,3,1,2,0,6,0,3,5,6,6,0,0,2,6,2,0,0,0,1,0,0,3,2,1,0,0,2,5,21,0,0,1,6,0,0,2,0,1,0,0,2,3,9,1,3,0,1,0,1,1,0,2,4,0,0,3,1,1,2,10,0,2,4,0,5,0,0,0,0,0,0,0,1,0,5,0,2,0,1,3,1,1,1,0,0,2,0,0,0,0,1,0,9,0,0,0,2,0,1,0,1,2,3,0,23,3,1,2,0,0,1,2,1,2,0,0,8,0,0,0,1,0,1,9,1,9,0,3,2,1,2,1,0,0,2,1,0,0,0,2,0,0,1,8,1,0,2,2,0,0,0,0,11,2,1,0,0,0,3,0,0,2,0,0,6,PE
0,16,22,102,0,2480,0,58,44,3,0,2,5,1,0,3,0,1,6,2,1,0,0,1,0,1,8,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,4,0,12,0,0,3,7,1,0,1,0,5,1,0,2,0,12,0,1,0,0,2,1,0,0,1,7,0,0,1,0,0,1,5,0,3,1,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,2,1,2,7,3,2,0,0,0,0,0,0,4,0,5,0,0,2,2,0,3,0,0,0,0,0,10,4,0,0,0,0,3,2,1,0,0,0,5,0,1,0,0,8,0,2,1,5,0,2,3,3,4,2,0,0,0,0,0,0,0,2,0,0,0,4,0,2,1,0,0,0,0,0,0,0,1,0,4,0,4,0,0,2,1,0,6,PE
0,25,34,76,0,2923,0,48,39,1,0,0,3,0,0,2,0,4,4,1,1,0,0,2,0,0,13,4,0,0,0,1,6,0,0,0,5,0,1,0,2,4,1,0,0,1,7,21,1,4,2,10,0,2,3,0,6,0,0,1,0,5,2,2,1,0,3,1,1,0,0,9,0,0,3,0,0,1,3,2,0,3,3,0,2,1,1,0,0,0,0,2,0,3,1,2,0,1,1,6,3,0,0,0,1,0,3,0,0,3,0,3,0,0,1,2,0,8,2,0,0,0,2,7,5,1,0,2,0,5,3,0,1,2,0,3,0,0,1,1,4,6,2,2,1,0,0,4,0,0,5,1,0,1,0,1,2,0,3,0,1,1,7,1,5,0,1,0,0,0,0,0,1,1,0,2,1,3,0,0,3,2,0,3,PE
0,9,18,82,0,3612,0,121,51,3,0,5,4,0,0,5,0,0,12,3,1,1,0,1,0,3,17,2,1,0,1,0,0,0,0,0,5,2,0,7,1,1,4,0,1,6,5,29,2,1,2,10,0,0,4,0,0,2,3,2,2,13,2,0,0,0,0,3,0,4,4,8,0,0,2,0,0,0,4,0,0,3,0,3,0,3,4,1,0,0,0,4,0,1,3,1,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,25,0,0,1,11,0,4,0,1,1,1,0,8,2,1,5,0,0,3,3,0,4,1,0,8,0,3,1,1,1,4,5,0,1,0,0,5,4,2,0,0,0,3,2,3,0,0,3,2,0,0,3,2,4,0,3,0,9,0,0,1,5,1,0,1,0,3,0,1,4,0,0,6,PE
0,14,17,90,0,2582,0,72,36,0,0,1,2,0,0,0,0,1,4,1,0,1,0,2,0,0,4,1,0,0,1,1,1,0,0,0,1,0,1,15,0,0,3,0,0,2,2,18,0,2,0,12,0,0,1,3,0,1,0,1,0,12,0,1,0,0,1,3,0,0,1,7,0,0,1,0,2,3,5,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,1,2,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,7,2,0,2,2,0,5,2,1,1,0,1,36,2,0,0,1,0,1,4,0,9,0,0,5,0,0,0,0,2,1,1,0,2,0,0,1,0,0,1,0,0,0,0,2,0,1,4,1,0,0,2,1,5,1,1,0,15,0,1,0,0,0,1,0,0,7,0,1,1,0,2,1,PE
0,24,37,105,0,3986,0,102,33,0,0,0,4,1,0,3,0,3,14,1,1,2,0,7,0,2,12,4,0,0,1,2,0,0,0,0,7,2,1,28,1,1,2,0,0,2,7,35,0,1,1,10,0,0,4,0,0,0,0,4,1,9,0,0,0,0,3,0,1,0,3,2,0,0,0,0,1,5,6,0,0,1,0,3,0,1,0,4,0,0,3,0,1,1,0,5,0,2,1,0,11,0,0,0,0,1,1,2,0,0,1,20,0,0,3,7,0,7,2,1,0,0,1,23,2,1,3,0,0,2,4,0,8,2,3,1,0,0,0,0,2,4,1,2,1,0,0,13,0,1,2,1,0,8,0,2,0,1,1,1,0,2,6,2,3,0,0,0,19,0,0,0,1,2,3,0,1,10,0,0,3,0,1,1,PE
0,33,25,105,0,3551,0,108,51,3,0,3,1,1,0,1,0,2,9,6,1,1,0,1,0,3,11,2,0,0,2,2,0,1,1,0,6,0,1,4,2,0,2,0,0,1,6,32,2,0,1,8,0,0,3,0,3,0,0,2,0,19,2,2,0,0,1,0,0,1,4,6,0,0,0,1,1,3,8,0,0,3,0,1,0,2,1,0,0,0,0,4,0,2,1,4,0,1,1,0,3,4,0,0,0,0,0,0,0,3,0,16,0,0,0,4,0,3,2,1,1,1,1,17,3,1,1,0,0,2,4,0,3,0,1,7,0,0,0,0,5,3,4,3,4,0,0,8,2,4,0,0,0,1,0,0,2,0,8,2,0,1,7,0,5,0,0,1,8,0,0,0,0,1,0,2,0,8,0,0,3,0,0,8,PE
0,14,29,46,0,2574,0,90,43,3,0,1,5,2,1,4,1,0,4,0,2,2,0,0,1,1,7,4,0,0,1,1,0,0,1,0,6,0,0,0,1,1,2,0,1,1,4,35,0,0,1,10,0,0,1,1,5,2,0,2,0,11,0,2,0,1,0,0,0,2,1,6,0,0,1,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,2,7,0,0,1,2,1,0,0,3,0,0,0,0,11,0,0,1,3,0,4,0,1,2,0,0,17,1,2,0,0,0,1,3,2,0,2,1,0,3,0,0,1,5,1,4,0,2,0,0,2,0,0,2,0,9,0,1,0,3,0,1,1,0,1,1,1,4,0,3,1,0,0,0,1,0,1,0,0,21,6,0,9,3,0,0,7,PE
0,34,73,100,0,4400,0,133,52,0,0,2,5,1,0,4,0,2,6,0,1,1,0,1,1,2,12,6,0,0,5,1,1,0,0,0,1,2,0,0,2,1,5,0,1,7,7,25,0,3,2,6,0,0,3,0,2,0,0,2,0,15,1,0,0,1,0,0,1,3,4,6,0,0,0,0,0,2,8,0,2,1,0,7,0,0,0,2,0,0,5,1,0,0,0,3,3,7,5,0,5,0,1,0,0,0,2,0,0,0,0,16,2,0,3,1,0,3,1,1,1,0,2,88,4,8,1,0,0,4,5,0,3,4,0,6,0,2,2,1,9,2,10,0,8,2,3,1,1,2,8,0,14,0,1,2,0,0,0,5,0,1,6,3,6,0,1,0,0,0,0,4,5,2,0,0,12,6,0,6,9,0,0,14,PE
0,18,37,53,0,2582,0,101,39,2,0,1,2,5,0,1,0,1,4,0,0,2,0,0,0,1,5,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,4,6,5,21,1,0,1,7,0,0,3,0,3,0,0,3,1,15,0,2,0,0,0,0,1,1,3,2,0,0,0,0,0,0,3,0,1,0,3,1,0,0,0,1,0,0,2,3,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,9,1,1,0,1,0,1,2,0,0,1,6,32,6,2,0,0,0,2,2,0,1,3,0,4,0,0,0,1,2,2,4,0,2,0,0,1,5,0,6,1,5,0,1,2,0,0,2,2,0,0,3,1,0,0,1,0,1,0,0,0,1,1,0,1,14,2,0,7,7,0,0,7,PE
0,20,19,78,0,2292,0,50,36,7,0,2,2,0,0,0,1,2,11,1,2,0,0,2,0,0,9,3,0,0,1,1,1,0,0,1,3,0,0,0,0,1,0,0,0,3,6,18,0,1,0,10,0,0,3,0,2,0,0,2,0,15,0,0,1,0,2,1,0,1,0,3,0,0,0,0,0,2,6,0,2,1,2,1,0,0,0,1,0,0,0,0,0,1,2,3,0,2,0,2,3,1,0,0,1,0,0,0,0,1,0,7,0,0,2,1,0,2,0,1,0,0,0,8,1,1,0,0,0,0,0,0,2,2,1,1,0,0,0,2,5,1,4,1,4,0,1,3,2,0,1,0,0,0,0,3,1,0,3,2,0,1,6,1,3,0,1,0,0,3,0,0,0,2,1,1,0,4,0,0,0,0,1,5,PE
0,49,43,116,0,3893,0,97,65,5,0,1,0,3,1,2,2,6,18,5,1,3,0,4,0,8,14,1,5,0,3,1,0,1,2,1,9,1,1,0,0,0,5,0,0,1,0,17,1,1,1,13,0,1,10,0,2,0,0,6,3,8,5,0,0,0,4,0,0,1,0,11,0,0,0,0,0,4,4,0,1,1,5,2,0,2,0,2,24,0,0,2,0,3,1,0,0,3,1,0,7,0,0,0,0,0,1,0,0,1,0,15,0,1,1,4,1,6,1,1,0,1,0,13,1,2,2,0,0,1,1,0,0,0,1,3,0,0,0,0,5,10,7,0,7,0,0,9,1,0,2,0,0,1,1,1,2,0,2,5,0,0,4,1,7,2,0,1,0,1,0,1,1,1,0,2,0,4,0,0,1,0,0,12,PE
0,69,39,65,0,3109,0,82,47,4,0,2,2,0,1,2,0,1,13,1,2,0,0,0,0,2,7,3,3,0,1,1,0,1,1,2,4,0,0,0,0,1,2,0,0,1,4,26,1,0,3,11,0,0,5,1,10,0,0,10,0,1,4,0,0,0,0,0,0,1,0,3,0,0,0,1,0,2,6,0,2,0,3,2,0,0,1,0,35,0,0,3,0,4,2,2,0,2,0,0,4,0,0,0,0,3,1,0,0,3,0,17,0,2,1,4,1,1,0,2,0,1,0,18,8,2,0,0,0,1,4,0,1,1,0,9,0,0,0,1,7,6,8,1,5,0,0,9,1,1,0,0,0,2,0,2,0,0,2,1,0,0,5,0,5,0,0,0,0,2,2,2,0,2,2,0,0,8,0,0,1,0,0,6,PE
0,63,24,106,0,4864,0,110,75,0,0,1,6,2,7,5,0,0,7,1,1,7,0,2,0,2,14,6,3,18,1,4,0,0,1,1,5,0,0,0,3,0,2,12,0,6,12,49,1,0,2,19,0,0,6,0,1,3,0,4,7,23,3,6,0,0,0,0,2,2,1,8,6,0,0,0,0,1,8,0,0,3,0,1,0,0,0,1,2,0,1,3,0,3,1,3,0,1,1,0,0,2,4,2,2,1,0,4,3,1,0,20,0,0,3,6,0,6,2,1,4,0,3,4,6,0,4,0,22,0,0,7,2,7,0,10,0,1,0,2,6,4,8,2,7,0,0,13,3,0,5,1,0,2,1,3,1,1,0,3,1,1,3,2,8,1,4,2,0,2,0,0,0,2,1,0,0,4,5,2,7,0,1,3,PE
0,24,40,121,0,4984,0,147,50,3,0,2,0,1,4,13,0,1,19,4,5,5,0,2,0,3,4,2,3,23,3,0,0,0,0,1,1,2,0,0,1,0,7,19,0,5,8,87,1,0,0,20,0,0,5,1,1,4,0,6,0,16,4,3,0,0,4,0,13,0,1,6,1,0,0,2,2,1,19,1,0,2,0,1,0,5,0,2,0,1,8,4,0,1,0,4,0,3,6,1,0,0,2,1,0,1,2,15,2,0,0,13,0,0,2,5,2,8,2,1,4,1,0,12,5,4,4,2,77,1,1,11,0,0,0,5,0,3,0,1,0,4,7,6,3,0,0,5,12,0,0,0,0,4,3,5,0,5,1,0,1,2,1,1,1,0,4,3,0,2,0,0,0,1,1,2,0,6,0,1,18,0,7,1,PE
0,43,20,121,0,3603,0,107,59,0,0,0,1,0,5,4,0,5,18,1,2,0,0,1,0,0,5,2,7,8,2,0,0,0,0,3,9,1,1,0,5,2,1,8,0,5,10,38,1,0,1,14,0,0,6,0,1,2,0,3,0,19,1,0,0,0,1,0,1,0,1,10,2,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,2,1,1,3,0,0,1,0,2,0,0,0,1,0,2,2,0,24,0,1,2,3,0,4,0,0,7,1,0,4,4,1,4,0,10,1,2,19,1,3,0,4,0,1,0,1,6,10,4,0,3,0,0,9,3,0,1,1,0,2,1,1,0,0,4,0,0,3,7,0,9,0,1,1,0,1,2,0,1,4,0,0,0,9,0,0,8,0,0,1,PE
0,34,17,104,0,3067,0,94,37,0,0,1,0,0,1,7,0,2,10,4,2,1,0,0,0,2,7,4,4,29,3,1,0,0,3,1,5,0,1,0,1,0,4,21,0,0,8,28,0,0,1,10,0,0,4,0,0,3,0,1,0,17,5,0,0,0,1,2,0,2,5,4,2,0,0,0,1,0,7,0,0,1,1,0,0,0,0,2,0,0,2,2,0,1,1,1,0,1,1,0,4,0,1,0,0,0,0,0,1,4,0,10,1,0,6,2,0,7,1,0,1,0,0,3,2,3,0,0,5,2,3,16,0,5,1,2,0,0,0,2,5,4,1,2,1,0,1,11,2,0,2,0,0,3,0,1,0,0,1,0,2,1,0,1,2,0,5,0,0,1,0,0,1,1,0,0,0,7,0,0,10,0,0,0,PE
0,23,19,81,0,2658,0,80,34,1,0,1,0,0,0,1,0,1,11,1,1,0,8,0,0,1,6,1,0,0,0,1,1,0,0,0,5,1,1,0,0,0,0,0,0,2,1,15,3,1,2,5,0,0,6,0,4,0,0,8,2,7,2,0,0,0,0,2,0,0,1,9,0,0,0,0,0,0,7,0,0,1,1,1,0,3,0,0,0,0,0,3,0,2,0,1,0,0,0,2,5,1,0,0,2,0,1,0,0,1,9,12,0,0,1,2,0,2,0,0,0,2,0,4,2,3,4,0,1,2,1,0,1,3,3,7,0,1,0,0,2,5,0,1,3,0,1,5,0,1,1,0,1,0,0,2,0,0,1,0,0,0,7,2,2,1,0,1,0,0,0,0,0,2,2,0,0,8,0,0,2,4,0,2,PE
0,17,25,94,0,2580,0,45,24,0,0,0,2,2,0,0,0,3,9,0,0,1,0,0,0,0,11,3,2,0,0,2,1,0,2,0,5,1,1,0,0,0,2,0,0,1,5,19,0,0,0,6,0,1,4,0,2,0,0,0,1,2,2,0,0,0,3,0,0,0,0,7,0,0,0,2,0,4,3,0,0,3,2,2,0,1,0,2,0,0,0,0,0,3,3,4,0,1,1,2,3,0,0,0,3,0,3,0,0,3,15,10,0,0,1,2,0,2,1,0,0,0,1,2,1,3,1,0,0,3,3,0,0,0,2,3,0,0,0,0,0,2,2,2,2,0,0,10,1,0,0,1,0,2,0,2,0,0,1,0,0,2,3,0,4,2,2,2,0,0,0,0,0,6,1,3,0,4,0,1,2,2,0,1,PE
0,34,40,108,0,4328,0,109,64,4,0,3,5,0,0,4,0,2,12,3,3,2,0,2,0,3,14,6,1,0,0,2,0,1,2,0,5,2,2,0,1,0,2,0,0,5,5,15,1,4,0,10,5,0,4,0,1,0,0,2,3,7,3,1,0,1,2,1,1,0,1,3,0,9,0,1,0,2,9,0,0,0,1,3,0,5,2,0,0,0,4,6,0,4,3,2,0,1,1,2,3,0,0,0,3,1,0,0,0,9,0,14,0,0,4,2,0,3,0,0,1,0,1,16,5,1,0,0,0,1,3,0,1,3,0,2,0,1,0,0,6,3,9,1,2,2,0,13,0,1,0,5,0,2,0,2,1,0,5,0,0,2,3,1,1,0,3,2,0,1,0,0,2,1,2,2,1,4,0,0,9,5,1,10,PE
0,20,12,58,0,2344,0,45,32,1,0,3,0,0,1,3,0,1,6,3,1,1,0,1,0,1,8,0,1,0,0,4,0,0,2,1,2,1,1,0,3,0,2,0,0,2,4,18,0,1,1,9,2,0,3,0,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,8,0,3,0,0,0,0,6,0,0,1,1,1,0,1,0,0,0,0,2,3,0,3,1,0,0,1,0,1,2,0,0,0,4,0,0,0,0,5,0,12,0,0,2,3,0,3,0,0,1,0,0,9,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,3,0,0,4,2,0,0,2,0,0,0,0,2,0,0,1,0,0,2,1,5,6,0,0,0,0,0,0,1,0,0,0,0,4,0,0,5,3,1,11,PE
1,43,49,164,0,5216,0,114,66,0,0,2,1,2,3,8,0,8,16,2,2,1,0,4,0,3,8,9,1,0,0,2,4,1,4,0,8,2,3,0,1,0,3,0,0,6,4,35,2,4,4,14,5,0,1,0,9,0,0,2,2,9,14,1,0,0,3,0,2,0,0,5,0,9,1,3,0,2,13,0,0,1,1,2,0,1,3,2,0,0,3,6,0,8,3,4,0,1,2,3,4,0,0,0,5,0,2,2,0,9,1,16,0,0,5,8,0,11,0,0,0,0,0,15,4,4,1,0,0,2,5,0,2,2,0,9,0,2,0,1,5,10,8,4,5,0,0,14,2,0,0,4,0,1,0,1,2,0,1,2,0,0,7,1,4,7,8,1,0,0,1,0,0,1,2,4,0,4,0,0,5,0,1,22,PE
1,25,34,103,0,3067,0,70,29,1,0,1,2,0,0,4,0,1,7,2,3,1,0,2,1,9,6,1,1,0,1,0,0,0,0,1,6,2,2,0,4,0,0,0,0,1,3,9,3,1,0,4,1,0,1,0,1,0,0,3,1,1,3,0,0,0,1,1,0,0,0,1,0,7,0,0,0,1,12,0,1,4,0,3,0,1,0,2,0,0,3,2,0,1,0,2,0,2,1,2,5,2,0,0,0,1,2,0,0,3,0,12,0,1,2,7,0,1,1,0,0,0,1,3,1,0,1,0,0,2,0,0,0,1,0,3,0,0,0,0,0,5,3,0,2,0,0,2,2,1,0,3,0,3,0,1,0,0,1,3,0,0,3,0,0,4,4,1,0,1,2,0,2,2,0,1,0,3,0,0,1,3,0,12,PE
0,28,10,69,0,2499,0,53,30,1,0,0,2,0,0,2,0,3,4,2,1,2,0,2,0,1,4,2,0,0,2,1,0,0,0,0,4,0,0,0,2,0,0,0,0,1,3,17,1,2,1,7,2,0,3,0,3,0,0,3,0,3,7,3,0,0,1,0,1,0,0,3,0,7,0,2,3,0,6,0,0,0,0,1,0,1,0,0,0,0,2,3,0,1,0,0,0,1,0,1,8,0,0,0,1,0,0,0,0,5,0,7,0,0,3,3,0,1,0,0,2,0,0,9,4,5,0,0,0,1,3,0,0,2,0,2,0,0,0,0,1,4,1,0,9,0,0,6,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,3,2,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,9,PE
1,34,31,151,0,4820,0,98,76,4,0,7,4,0,5,6,0,4,12,4,3,2,0,4,1,4,11,3,2,0,0,6,0,1,0,0,4,0,4,0,1,0,1,0,0,1,4,32,4,6,1,13,1,1,1,0,4,0,0,2,4,2,6,0,0,0,5,0,1,1,2,14,0,7,0,0,0,3,22,0,0,3,2,1,0,3,0,3,0,0,6,12,0,4,5,1,0,1,0,2,19,0,0,0,10,0,1,0,0,8,1,15,0,0,7,5,2,8,0,0,2,0,0,19,11,4,1,4,0,1,0,0,0,2,3,2,0,1,0,0,9,7,12,2,4,0,0,8,1,1,0,3,0,3,0,2,2,0,1,2,0,0,6,0,1,1,0,0,0,1,0,0,1,4,1,1,0,6,0,0,8,8,1,22,PE
0,35,35,135,0,4198,0,92,57,3,0,1,6,0,1,4,0,2,16,2,3,1,0,2,0,3,12,3,1,0,3,1,0,0,1,0,7,0,2,0,2,0,3,0,0,2,4,28,0,2,0,12,2,0,4,0,8,0,0,2,0,5,11,1,0,0,3,1,1,0,1,16,0,9,1,0,0,4,11,0,0,2,0,1,0,1,2,1,0,0,1,7,0,4,1,6,0,4,3,3,12,1,0,0,3,0,1,0,0,7,0,21,0,0,4,6,0,8,0,0,2,0,0,11,6,0,3,1,0,1,1,0,0,0,1,1,0,0,0,1,5,6,5,6,1,0,0,6,2,0,0,1,0,4,0,1,0,0,2,1,0,1,9,0,7,4,0,0,0,0,0,0,1,4,1,1,0,7,0,0,3,4,1,16,PE
